date,commodity,market_location,price,currency,source,commodity_std,source_type
2021-05-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-05-01,Grain,India - Wholesale Price Index,150.333333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-05-01,Iron Ore,India - Wholesale Price Index,165.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-06-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-06-01,Grain,India - Wholesale Price Index,150.733333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-06-01,Iron Ore,India - Wholesale Price Index,182.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-07-01,Coal,India - Wholesale Price Index,131.15,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-07-01,Grain,India - Wholesale Price Index,150.6,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-07-01,Iron Ore,India - Wholesale Price Index,184.4,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-08-01,Grain,India - Wholesale Price Index,153.0,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-08-01,Iron Ore,India - Wholesale Price Index,182.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-08-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-09-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-09-01,Grain,India - Wholesale Price Index,154.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-09-01,Iron Ore,India - Wholesale Price Index,165.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-10-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-10-01,Grain,India - Wholesale Price Index,154.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-10-01,Iron Ore,India - Wholesale Price Index,153.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-11-01,Grain,India - Wholesale Price Index,155.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-11-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-11-01,Iron Ore,India - Wholesale Price Index,150.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-12-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-12-01,Grain,India - Wholesale Price Index,157.0,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-12-01,Iron Ore,India - Wholesale Price Index,139.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-01-01,Grain,India - Wholesale Price Index,158.266667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-01-01,Iron Ore,India - Wholesale Price Index,130.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-01-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-02-01,Iron Ore,India - Wholesale Price Index,132.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-02-01,Grain,India - Wholesale Price Index,160.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-02-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-03-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-03-01,Grain,India - Wholesale Price Index,165.266667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-03-01,Iron Ore,India - Wholesale Price Index,139.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-04-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-04-01,Grain,India - Wholesale Price Index,169.8,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-04-01,Iron Ore,India - Wholesale Price Index,140.5,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-05-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-05-01,Grain,India - Wholesale Price Index,170.8,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-05-01,Iron Ore,India - Wholesale Price Index,147.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-06-01,Iron Ore,India - Wholesale Price Index,130.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-06-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-06-01,Grain,India - Wholesale Price Index,169.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-07-01,Iron Ore,India - Wholesale Price Index,112.4,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-07-01,Grain,India - Wholesale Price Index,173.533333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-07-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-08-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-08-01,Grain,India - Wholesale Price Index,179.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-08-01,Iron Ore,India - Wholesale Price Index,107.5,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-09-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-09-01,Grain,India - Wholesale Price Index,181.0,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-09-01,Iron Ore,India - Wholesale Price Index,106.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-10-01,Iron Ore,India - Wholesale Price Index,101.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-10-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-10-01,Grain,India - Wholesale Price Index,180.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-11-01,Grain,India - Wholesale Price Index,181.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-11-01,Iron Ore,India - Wholesale Price Index,97.4,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-11-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2022-12-01,Grain,India - Wholesale Price Index,185.266667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2022-12-01,Iron Ore,India - Wholesale Price Index,97.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2022-12-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-01-01,Grain,India - Wholesale Price Index,188.833333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-01-01,Iron Ore,India - Wholesale Price Index,107.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-01-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-02-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-02-01,Grain,India - Wholesale Price Index,186.7,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-02-01,Iron Ore,India - Wholesale Price Index,115.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-03-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-03-01,Grain,India - Wholesale Price Index,184.966667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-03-01,Iron Ore,India - Wholesale Price Index,120.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-04-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-04-01,Grain,India - Wholesale Price Index,182.933333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-04-01,Iron Ore,India - Wholesale Price Index,123.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-05-01,Coal,India - Wholesale Price Index,131.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-05-01,Grain,India - Wholesale Price Index,180.633333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-05-01,Iron Ore,India - Wholesale Price Index,121.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-06-01,Grain,India - Wholesale Price Index,181.166667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-06-01,Iron Ore,India - Wholesale Price Index,116.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-06-01,Coal,India - Wholesale Price Index,134.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-07-01,Coal,India - Wholesale Price Index,134.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-07-01,Grain,India - Wholesale Price Index,183.6,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-07-01,Iron Ore,India - Wholesale Price Index,112.5,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-08-01,Coal,India - Wholesale Price Index,134.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-08-01,Grain,India - Wholesale Price Index,185.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-08-01,Iron Ore,India - Wholesale Price Index,108.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-09-01,Grain,India - Wholesale Price Index,185.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-09-01,Coal,India - Wholesale Price Index,134.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-09-01,Iron Ore,India - Wholesale Price Index,106.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-10-01,Coal,India - Wholesale Price Index,134.6,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2023-10-01,Grain,India - Wholesale Price Index,186.966667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2023-10-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2023-11-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2023-11-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2023-11-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2023-12-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2023-12-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2023-12-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-01-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-01-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-01-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-02-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-02-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-02-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-03-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-03-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-03-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-04-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-04-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-04-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-05-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-05-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-05-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-06-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-06-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-06-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-07-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-07-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-07-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-08-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-08-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-08-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-09-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-09-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-09-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-10-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-10-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-10-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-11-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2024-11-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-11-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-12-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2024-12-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2024-12-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-01-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-01-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-01-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-02-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-02-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-02-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-03-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-03-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-03-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-04-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-04-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-04-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-05-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-05-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-05-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-06-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-06-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-06-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-07-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-07-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-07-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-08-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-08-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-08-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-09-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-09-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-09-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-10-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-10-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-10-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-11-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
