date,indicator_name,value,unit,source,source_type
2025-03-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-03-31,Food Grain Import Volume at Chennai Port,222.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at Haldia Dock Complex,35.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at Kamarajar Port,0.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at Kolkata Dock System,164.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at Paradip Port,0.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at V.O. Chidambaranar Port,414.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-03-31,Food Grain Import Volume at Visakhapatnam Port,82.0,Thousand Tonnes,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2025-04-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-04-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-04-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-04-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-04-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-04-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-05-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-06-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-07-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-08-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-09-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-10-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-11-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-12-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,COKING_COAL_SHIPPING_DEMAND_PROXY,5.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,GRAIN_SHIPPING_DEMAND_PROXY,4.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,IRON_ORE_SHIPPING_DEMAND_PROXY,4.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,PALM_OIL_SHIPPING_DEMAND_PROXY,8.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,6.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2026-01-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,3.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
